#util	1	10	100
2	0	0	0
4	0	0	0
6	0	0	0
8	0	0	0
10	0	0	0
12	0	0	0
14	0	0	0
16	0	0	0
18	0	0	0
20	0	0	0
22	0	0	0
24	0	0	0
26	0	0	0
28	0	0	0
30	0	0	0
32	0	0	0
34	0	0	0
36	0	0	0
38	0	0	0
40	0	0	0
42	0	0	0
44	0	0	0
46	0	0	0
48	0	0	0
50	0	0	0
52	0	0	0
54	0	0	0
56	0	0	0
58	0	0	0
60	0	0	2
62	0	0	0
64	0	0	1
66	0	0	0
68	0	0	1
70	1	0	0
72	2	2	2
74	2	1	3
76	2	6	2
78	7	2	7
80	3	5	4
82	5	9	7
84	13	15	10
86	19	10	11
88	12	22	20
90	21	34	12
92	40	29	21
94	37	33	21
96	43	48	34
98	47	35	58
100	51	49	59
